CGPA,Internships,Projects,Certifications,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Backlogs,Extracurricular_Score,Leadership_Score,LinkedIn_GitHub_Activity,Placement_Training,Gender,Branch,Placed,Package_LPA
6.89,2,6,2,57.4,8.1,3.7,5.7,6.1,1,5.1,3.4,4.6,No,Female,CSE,1,7.84
6.34,1,1,3,38.6,5.2,3.2,5.9,6.9,0,3.1,3.3,2.9,Yes,Female,EEE,0,0.0
7.34,0,3,1,61.9,4.0,7.0,7.2,7.7,2,4.5,3.1,8.2,Yes,Male,ECE,0,0.0
8.36,1,3,1,65.6,8.0,7.3,10.0,8.8,0,2.4,7.4,5.4,Yes,Male,CSE,1,14.99
6.41,2,3,1,91.6,8.1,5.7,7.4,5.7,0,5.7,5.4,7.2,Yes,Male,CIVIL,1,9.26
7.9,1,2,2,69.7,7.4,5.9,5.1,5.4,0,5.1,5.7,5.6,Yes,Female,CSE,1,10.46
6.87,2,5,0,50.4,3.9,4.7,5.3,5.9,0,3.7,6.4,6.3,Yes,Male,CSM (AI/ML),1,6.52
6.61,4,1,1,45.8,7.0,6.1,5.7,5.0,0,9.1,4.9,2.1,Yes,Male,CSE,1,10.8
7.29,0,2,0,66.3,7.1,9.6,3.7,5.3,1,5.0,7.1,8.1,No,Male,CIVIL,1,14.17
6.36,0,2,3,50.1,7.6,7.7,6.2,5.3,1,6.1,2.5,7.2,Yes,Female,CSE,0,0.0
6.85,0,1,1,52.9,6.4,5.7,6.4,6.8,2,4.2,2.7,5.2,Yes,Female,CSM (AI/ML),0,0.0
6.2,2,0,2,50.0,5.0,5.5,6.5,5.1,1,4.7,2.6,5.9,No,Female,CIVIL,0,0.0
9.36,0,3,1,56.7,5.6,5.1,4.2,7.5,2,6.1,5.9,7.5,No,Male,CSE,0,0.0
7.44,1,3,0,73.8,8.1,3.1,6.9,7.9,1,4.8,6.1,4.3,Yes,Female,CSE,1,7.76
6.7,2,3,2,30.2,6.8,4.9,4.9,4.7,0,5.5,4.0,1.6,Yes,Male,CSE,1,9.02
7.61,0,2,0,82.7,4.1,7.1,6.0,4.5,0,7.1,4.5,4.4,No,Male,CSM (AI/ML),0,0.0
7.29,0,3,0,58.7,8.9,4.0,5.3,5.5,0,4.5,7.7,5.6,Yes,Female,CSM (AI/ML),0,0.0
7.18,3,3,1,51.9,8.0,5.3,8.1,5.7,1,2.8,3.5,5.1,No,Male,EEE,1,10.35
8.01,1,0,1,76.2,8.9,3.7,5.4,8.1,1,2.4,5.6,8.2,Yes,Male,CSE,0,0.0
8.16,1,1,3,58.7,8.0,7.3,8.4,6.2,1,8.4,3.6,3.0,Yes,Female,EEE,1,12.29
6.87,0,4,0,45.3,4.7,3.4,6.6,6.9,0,7.4,7.3,3.3,Yes,Male,IT,0,0.0
6.82,1,1,3,37.7,6.7,6.9,7.0,6.9,2,6.8,6.3,2.8,Yes,Male,CIVIL,1,10.63
7.12,0,2,1,73.1,7.2,7.8,6.5,5.1,0,4.6,2.1,6.2,No,Female,EEE,1,11.11
5.1,0,3,3,74.2,4.0,5.2,5.1,5.9,0,2.8,4.5,1.7,Yes,Male,IT,0,0.0
5.88,3,1,2,55.4,4.3,4.5,7.0,6.3,0,4.9,0.6,6.9,No,Male,IT,0,0.0
8.77,1,3,3,83.1,7.4,6.7,5.8,6.8,0,5.3,6.9,3.1,Yes,Female,ECE,1,11.48
9.04,1,2,2,62.6,7.5,8.8,6.9,4.3,0,3.2,9.3,3.4,No,Male,CSE,1,15.64
7.15,1,5,1,83.2,10.0,8.3,7.3,5.5,0,2.6,0.4,9.3,No,Male,CIVIL,1,14.37
7.98,0,1,1,46.7,5.8,5.7,9.3,6.3,1,2.0,2.0,8.0,Yes,Male,CIVIL,1,4.65
7.71,0,1,0,44.7,3.5,4.1,7.1,5.7,1,6.8,5.4,5.5,Yes,Male,CSE,0,0.0
10.0,0,5,1,53.8,6.0,5.4,7.8,4.3,1,3.1,5.0,2.2,Yes,Female,IT,0,0.0
8.52,0,0,1,55.6,7.5,2.6,7.4,5.3,0,6.1,4.1,9.8,Yes,Female,CSM (AI/ML),0,0.0
7.27,0,2,3,80.4,5.6,4.7,6.1,4.4,1,4.7,1.4,4.7,No,Male,CSM (AI/ML),0,0.0
6.44,2,1,1,66.7,6.4,6.7,7.4,8.2,1,6.7,5.7,5.8,Yes,Male,CSM (AI/ML),1,7.7
5.79,4,3,1,49.9,5.2,5.1,6.2,5.9,1,6.2,6.9,7.3,Yes,Male,CSM (AI/ML),0,0.0
7.6,0,1,1,62.2,8.1,4.7,5.8,6.2,1,5.0,10.0,0.7,Yes,Male,ECE,0,0.0
6.64,1,1,3,55.2,7.4,5.7,4.8,4.9,0,5.8,7.7,3.7,Yes,Female,ECE,1,8.84
5.98,1,3,1,49.1,4.9,5.3,7.4,6.6,0,5.3,2.3,5.0,Yes,Male,CSM (AI/ML),0,0.0
6.75,0,3,3,60.7,5.4,7.2,5.5,7.3,0,4.3,5.0,5.5,Yes,Female,CSM (AI/ML),1,9.44
6.32,1,3,3,58.9,5.1,3.3,7.3,5.0,0,7.5,6.2,2.2,Yes,Male,MECH,0,0.0
9.09,2,2,1,49.7,3.2,6.8,6.4,5.0,1,4.7,3.6,6.0,Yes,Female,CSE,1,8.87
8.28,2,2,2,49.6,5.0,5.7,6.0,5.6,1,5.3,6.6,5.3,Yes,Male,IT,1,8.8
7.39,2,1,0,75.0,3.4,6.6,5.1,4.3,1,2.7,6.5,9.0,No,Female,EEE,0,0.0
8.88,0,4,2,68.8,7.7,3.2,8.4,6.8,1,6.0,7.6,7.5,Yes,Female,EEE,0,0.0
7.48,0,4,2,77.1,7.8,7.5,5.8,7.4,0,4.3,6.7,4.6,Yes,Male,CSM (AI/ML),1,11.35
6.54,1,1,2,57.5,5.7,6.8,8.8,4.3,1,4.5,5.6,4.7,No,Female,IT,0,0.0
8.92,1,0,0,44.6,6.5,9.0,5.2,7.5,1,3.8,3.7,7.5,Yes,Female,CSE,0,0.0
7.94,0,3,0,52.8,7.9,4.2,8.7,7.5,0,5.3,2.3,5.9,Yes,Male,CSE,1,7.68
6.36,1,2,2,78.4,7.5,4.7,6.5,2.3,0,1.5,5.5,2.0,Yes,Male,MECH,1,8.37
7.21,1,3,0,36.4,9.4,2.4,7.7,4.8,2,6.9,4.2,10.0,No,Male,MECH,0,0.0
6.52,1,2,2,85.1,6.6,4.2,4.4,5.5,0,5.4,4.4,2.9,Yes,Male,CSE,0,0.0
6.02,0,3,1,44.2,8.5,8.5,4.4,7.1,0,4.6,7.4,10.0,Yes,Male,ECE,1,12.24
8.33,0,6,3,74.5,6.4,6.4,6.8,6.9,1,2.4,7.9,6.2,Yes,Male,ECE,1,10.37
9.31,1,1,1,45.7,6.0,4.4,4.9,5.0,2,6.4,2.4,3.7,Yes,Female,ECE,0,0.0
6.0,0,0,0,52.5,7.3,6.1,8.4,8.6,0,4.2,4.6,0.0,No,Female,ECE,0,0.0
7.96,2,1,3,29.1,7.1,5.7,6.9,5.3,0,8.1,4.1,7.0,Yes,Male,IT,1,11.66
6.75,2,1,1,91.7,5.2,2.2,5.4,5.1,1,6.5,5.7,1.6,Yes,Male,IT,0,0.0
6.91,0,0,3,71.2,4.9,2.5,5.0,4.7,1,8.6,0.2,6.0,Yes,Female,IT,0,0.0
6.81,3,1,3,72.1,6.3,7.9,6.0,6.0,0,5.8,1.9,9.6,No,Male,ECE,1,11.1
6.54,1,3,2,54.1,3.2,7.2,5.5,7.6,0,7.7,4.8,2.6,No,Female,CSM (AI/ML),0,0.0
7.45,1,2,1,47.1,5.7,3.0,7.1,5.0,2,6.4,6.7,6.9,Yes,Male,ECE,0,0.0
6.57,0,6,2,74.4,4.6,5.6,6.3,6.6,1,4.6,5.2,3.3,No,Female,EEE,1,7.54
7.67,2,1,2,42.8,5.3,4.4,8.2,6.6,0,5.9,6.4,7.8,Yes,Male,CSM (AI/ML),1,6.71
7.35,1,2,3,59.3,5.0,7.9,7.3,6.3,0,3.8,5.4,5.4,No,Female,EEE,1,11.28
7.16,0,3,1,42.0,7.4,6.7,5.1,6.8,1,9.6,7.7,5.2,Yes,Male,EEE,0,0.0
6.49,0,0,2,64.0,6.9,3.7,5.8,7.6,1,5.3,8.1,8.0,No,Male,CIVIL,0,0.0
6.82,2,6,1,31.3,6.3,6.0,5.1,6.7,0,5.6,3.4,6.6,Yes,Male,CSE,0,0.0
8.16,1,3,3,38.3,5.6,5.7,5.1,7.8,0,6.3,6.9,3.3,No,Male,EEE,1,11.05
7.9,2,1,1,48.2,7.9,5.7,3.7,4.8,2,3.3,6.1,9.3,No,Male,CSM (AI/ML),0,0.0
6.42,1,0,0,71.8,7.6,4.8,7.8,5.7,0,8.1,10.0,1.7,No,Male,CSE,0,0.0
7.5,0,2,1,53.5,6.0,5.8,8.3,4.8,0,3.4,3.3,5.8,No,Male,CSM (AI/ML),1,6.99
8.15,2,6,2,77.7,8.4,4.2,4.9,7.1,0,3.0,4.8,3.3,Yes,Female,CSE,1,10.15
5.73,0,2,1,86.0,5.9,3.5,4.8,8.0,0,5.2,2.8,1.8,Yes,Female,CSM (AI/ML),0,0.0
7.94,1,1,2,57.1,6.5,3.4,7.2,5.9,0,2.9,3.0,2.6,Yes,Female,CSE,1,6.71
6.74,0,0,0,38.3,5.3,3.8,5.2,6.7,1,8.6,5.8,5.1,No,Male,IT,0,0.0
7.97,2,5,1,77.5,5.6,6.6,8.3,4.2,2,5.0,5.4,6.0,No,Male,CSE,1,8.56
6.64,1,4,2,37.3,5.2,6.7,5.3,6.3,1,0.0,6.1,7.6,Yes,Female,MECH,0,0.0
5.6,0,1,2,47.5,7.3,8.6,3.2,4.0,1,5.9,6.1,8.6,Yes,Male,CIVIL,0,0.0
5.77,2,3,2,34.8,6.8,5.4,6.2,6.4,0,6.6,4.5,5.8,Yes,Female,ECE,1,7.51
7.45,1,3,3,77.4,4.5,7.1,5.5,3.6,1,4.7,4.5,4.2,No,Female,CSE,0,0.0
7.66,1,5,4,71.2,7.1,5.9,6.6,8.7,0,2.8,3.0,7.6,No,Male,ECE,1,10.62
6.5,4,2,3,87.9,9.1,6.4,5.9,6.2,0,5.3,3.5,3.8,Yes,Male,CSE,1,12.92
8.04,1,1,2,54.9,5.1,7.3,7.3,6.2,0,4.5,4.9,1.5,No,Female,CSE,0,0.0
5.74,1,0,0,48.8,5.1,6.9,7.0,9.0,1,3.5,5.4,7.4,No,Female,ECE,1,5.45
7.33,1,2,4,53.6,6.2,6.0,6.9,6.4,0,3.4,6.5,8.2,Yes,Male,CSM (AI/ML),1,10.74
6.19,1,1,3,40.7,8.4,4.6,6.7,4.0,0,5.8,6.3,3.3,Yes,Male,MECH,1,7.84
6.75,1,1,0,84.9,5.5,6.3,6.4,5.7,0,7.3,8.3,9.7,Yes,Female,ECE,1,6.27
7.45,0,1,1,100.0,9.1,8.4,4.3,9.0,1,6.4,3.0,6.5,Yes,Male,MECH,1,13.23
6.54,1,3,4,50.4,4.5,6.1,7.0,5.0,1,2.0,4.5,6.2,Yes,Male,CSE,0,0.0
7.02,2,6,4,71.5,6.5,5.0,7.5,5.7,0,6.7,3.1,4.0,Yes,Female,CSE,1,11.37
8.41,2,2,1,59.5,3.5,7.4,6.9,8.5,1,7.0,7.7,7.5,Yes,Female,ECE,1,10.52
6.82,2,0,4,69.1,4.7,3.2,6.1,5.2,0,8.3,3.9,1.7,Yes,Male,CIVIL,0,0.0
8.24,0,1,3,79.0,5.9,5.1,7.3,6.2,0,3.6,7.4,4.4,Yes,Male,MECH,0,0.0
6.27,0,2,0,43.7,6.6,3.9,6.8,8.2,0,5.4,8.1,3.5,No,Female,EEE,0,0.0
7.93,0,4,3,54.3,8.2,5.6,7.5,5.5,0,6.6,5.9,2.2,Yes,Male,ECE,1,12.47
8.84,1,5,0,81.3,5.1,8.2,6.3,5.2,0,4.4,5.6,7.2,No,Male,EEE,1,12.11
4.93,0,1,1,70.1,6.9,7.0,4.3,3.7,1,6.6,5.1,6.0,Yes,Female,CSE,0,0.0
6.6,4,2,3,67.2,4.1,2.3,6.1,4.8,2,5.5,4.3,7.1,Yes,Male,ECE,0,0.0
7.98,1,3,3,70.2,7.8,4.6,5.0,5.1,2,3.8,4.1,4.6,No,Female,ECE,0,0.0
7.2,2,4,1,71.7,8.3,3.0,5.7,5.8,0,4.0,4.7,7.5,Yes,Female,CSM (AI/ML),1,8.69
7.77,1,2,5,80.5,7.9,7.8,6.5,6.8,0,8.0,8.8,5.4,Yes,Female,CIVIL,1,13.74
6.8,2,2,6,74.1,7.9,4.7,7.9,6.2,0,3.5,2.8,4.1,No,Female,MECH,1,9.94
7.49,1,2,2,61.2,6.1,5.9,7.4,4.6,0,3.2,5.4,3.7,Yes,Male,CSE,1,8.6
7.24,1,0,0,67.6,6.6,6.0,6.7,8.2,0,6.2,6.5,0.6,Yes,Female,IT,0,0.0
8.57,3,5,1,60.9,6.0,6.2,8.3,4.8,0,5.4,4.4,7.9,Yes,Female,CSE,0,0.0
7.65,2,2,4,50.1,6.1,1.0,6.5,8.8,3,2.9,5.9,7.6,No,Female,CSE,0,0.0
7.74,1,3,1,61.2,5.0,6.5,6.7,6.5,3,4.5,1.8,10.0,Yes,Female,IT,1,7.81
6.99,1,1,1,60.2,6.7,4.8,5.8,7.8,0,3.9,7.8,4.4,Yes,Female,CSM (AI/ML),1,8.3
6.91,0,1,2,34.8,6.9,7.4,4.8,7.0,0,4.2,7.4,3.7,No,Male,MECH,0,0.0
6.97,1,5,1,74.4,7.8,6.2,7.2,8.4,1,10.0,4.8,1.3,Yes,Male,CSM (AI/ML),1,10.43
7.79,1,2,1,77.1,6.8,7.0,4.0,6.2,0,4.9,3.2,7.4,No,Male,CIVIL,1,11.76
6.98,2,1,2,70.7,7.6,4.4,5.0,5.9,0,3.7,6.7,6.9,Yes,Male,MECH,0,0.0
7.69,0,1,0,76.2,5.0,3.7,6.7,6.7,0,9.5,2.6,8.8,Yes,Male,ECE,1,4.24
9.48,1,2,1,59.2,8.5,7.5,5.1,5.9,1,7.3,2.9,3.1,Yes,Male,EEE,1,12.76
8.27,3,3,0,53.8,5.8,6.9,6.4,6.9,0,6.9,4.9,6.8,Yes,Female,IT,1,11.84
7.07,3,4,2,77.2,2.9,6.2,6.6,8.5,1,3.8,8.2,4.0,Yes,Male,CSM (AI/ML),0,0.0
8.6,2,1,1,45.1,5.6,6.2,5.6,3.9,1,7.9,6.3,8.3,Yes,Male,ECE,1,11.27
6.99,2,4,0,44.5,7.1,6.6,6.5,6.2,1,7.1,3.6,6.4,Yes,Female,MECH,1,10.82
5.36,0,3,1,69.2,6.3,3.3,6.5,9.4,0,5.8,1.5,1.6,Yes,Male,CSM (AI/ML),0,0.0
6.39,2,2,0,68.7,3.1,7.8,4.7,5.8,0,2.1,5.1,4.9,No,Male,IT,0,0.0
5.53,0,5,1,76.9,6.5,5.5,7.2,7.7,1,5.5,5.5,0.7,Yes,Male,CSE,0,0.0
7.05,2,3,0,34.6,6.4,5.6,3.4,7.5,0,9.0,4.8,2.5,Yes,Male,CSM (AI/ML),1,8.69
7.42,0,2,4,60.4,4.6,5.0,9.2,4.3,1,5.9,8.8,2.7,No,Female,EEE,0,0.0
9.08,1,4,3,43.9,7.1,1.1,7.2,6.7,1,4.7,4.7,3.7,No,Female,CSM (AI/ML),0,0.0
7.73,1,2,0,75.7,6.0,6.9,7.9,6.6,0,5.0,0.2,4.6,No,Female,CSE,1,9.32
7.18,0,2,4,83.3,3.1,3.9,7.4,10.0,0,5.2,4.1,5.6,No,Female,CSM (AI/ML),0,0.0
8.23,0,3,1,70.1,7.3,6.0,6.3,2.6,1,3.9,6.0,5.5,No,Male,CIVIL,0,0.0
5.19,1,5,1,53.1,6.5,4.2,5.2,4.0,0,5.4,5.8,5.1,No,Female,ECE,0,0.0
7.64,1,2,3,50.0,8.6,5.1,6.4,6.0,1,8.4,4.6,6.0,No,Female,CSM (AI/ML),1,11.01
8.17,1,2,2,55.4,4.8,5.0,7.7,5.8,1,8.2,4.3,2.3,Yes,Female,EEE,0,0.0
5.92,1,1,1,48.5,5.8,4.2,5.2,5.1,1,4.0,0.8,5.4,No,Male,ECE,0,0.0
8.54,1,4,0,59.5,7.9,5.4,6.6,5.2,0,8.1,5.2,8.5,Yes,Male,ECE,0,0.0
7.74,0,2,2,50.0,4.7,4.9,3.7,7.3,1,7.0,4.3,4.8,Yes,Male,CSM (AI/ML),0,0.0
6.98,1,2,4,39.9,7.8,3.8,5.2,5.1,0,6.8,5.5,6.3,Yes,Male,CSE,1,7.5
8.03,3,1,0,68.1,7.9,8.0,5.1,5.5,1,6.4,6.0,6.1,Yes,Female,EEE,1,12.46
9.67,0,0,1,69.3,6.7,4.3,8.9,7.7,0,3.6,7.6,7.2,Yes,Male,CSM (AI/ML),1,9.75
7.58,0,1,1,89.2,5.9,6.9,4.4,7.5,0,4.7,3.0,5.9,Yes,Male,CSM (AI/ML),1,9.32
7.65,0,1,2,55.1,5.2,7.1,7.0,5.6,1,7.2,2.3,7.1,Yes,Female,CSE,0,0.0
6.94,2,4,4,31.8,5.0,7.6,8.8,4.2,1,3.1,3.8,6.4,Yes,Male,CSE,0,0.0
6.55,2,1,2,75.0,6.7,4.8,7.9,7.5,1,3.4,3.5,6.7,No,Male,MECH,1,7.71
8.23,0,3,1,76.8,1.6,5.4,8.7,5.0,0,6.1,3.3,6.2,Yes,Female,ECE,0,0.0
6.54,0,4,1,80.3,5.3,5.5,8.9,8.1,0,3.9,8.0,2.9,Yes,Female,CSE,1,5.24
7.47,0,3,0,85.5,5.1,6.8,6.5,6.9,0,7.1,5.3,2.5,Yes,Female,CSE,1,8.41
6.92,0,1,2,85.8,4.6,5.3,7.1,6.0,0,4.0,9.1,4.4,No,Female,CSE,1,4.71
7.88,1,3,2,46.4,6.5,6.7,6.7,6.9,0,6.0,5.0,8.8,No,Male,ECE,1,9.45
7.73,2,2,1,86.8,3.8,5.3,7.1,3.6,1,6.2,2.5,4.8,No,Male,ECE,0,0.0
8.44,1,2,0,56.8,8.1,7.9,7.0,8.4,1,4.5,3.3,5.9,Yes,Male,CSE,1,11.62
6.89,1,1,0,74.8,7.7,5.8,9.0,6.0,2,5.0,7.2,0.7,Yes,Male,CSM (AI/ML),1,8.83
7.13,0,1,1,66.2,8.4,5.5,6.8,6.5,0,4.1,2.6,5.6,No,Male,CSE,1,6.97
6.42,0,4,0,46.4,5.4,6.4,5.0,5.5,1,5.5,6.2,5.4,Yes,Male,CSE,0,0.0
6.96,2,2,1,80.6,6.5,8.9,7.3,6.1,0,3.6,4.3,0.0,Yes,Male,CIVIL,1,13.18
7.78,1,2,3,54.7,7.5,4.7,7.5,8.5,1,5.1,3.0,5.9,Yes,Female,EEE,1,9.56
8.16,0,2,1,91.7,6.0,7.8,5.2,5.9,0,7.0,7.9,1.4,No,Male,MECH,0,0.0
6.48,1,1,3,49.8,5.3,4.2,5.1,5.7,0,3.2,3.8,3.5,Yes,Female,CSE,0,0.0
8.27,0,4,4,45.9,6.4,5.9,7.8,7.3,0,4.5,3.3,7.5,No,Male,CSM (AI/ML),1,9.88
8.76,3,3,0,51.4,5.9,4.3,5.6,6.7,0,6.5,4.8,5.6,Yes,Female,CSM (AI/ML),1,11.01
7.81,1,2,1,85.9,4.5,5.1,5.8,8.5,1,1.3,3.9,4.2,No,Female,EEE,1,6.43
9.28,0,2,3,36.9,2.4,4.5,5.7,3.5,1,9.2,9.7,4.0,Yes,Female,ECE,0,0.0
6.63,0,5,0,76.6,4.7,7.1,6.8,5.7,1,7.6,7.2,4.2,Yes,Male,ECE,1,7.76
6.16,2,3,0,91.3,2.4,4.9,8.1,4.3,1,2.4,3.8,5.6,Yes,Male,CSE,0,0.0
5.62,2,4,2,59.3,4.8,6.8,7.4,8.0,0,1.3,4.0,2.4,Yes,Male,ECE,1,7.36
8.9,0,2,1,55.7,8.5,4.8,5.7,4.5,3,5.6,0.8,7.8,No,Female,MECH,0,0.0
8.05,1,5,0,63.3,3.2,5.8,8.4,6.8,0,3.3,5.3,2.6,No,Male,ECE,1,6.56
7.34,1,3,2,44.0,6.9,8.6,7.7,4.5,0,7.4,3.4,1.2,Yes,Female,CSE,0,0.0
7.68,2,6,2,100.0,8.2,4.4,7.9,5.6,1,6.3,5.2,7.5,Yes,Male,CSM (AI/ML),1,10.28
6.27,1,4,3,72.7,3.7,4.4,7.8,4.9,0,5.7,0.9,4.2,No,Male,MECH,0,0.0
9.85,1,1,1,42.5,9.1,5.3,5.6,6.3,1,4.4,4.9,5.4,No,Male,CSE,1,11.81
7.53,1,1,2,49.1,6.1,5.8,5.0,9.1,1,8.7,8.6,6.7,No,Female,ECE,0,0.0
7.51,1,2,0,64.9,8.4,7.0,5.9,4.3,1,7.0,5.1,3.5,Yes,Female,IT,1,11.78
8.13,4,2,1,41.3,6.6,5.9,7.9,4.7,0,6.7,3.4,5.5,No,Male,CSM (AI/ML),1,10.39
7.88,1,3,0,37.9,5.5,6.3,4.6,7.1,0,7.9,5.0,6.7,Yes,Female,CSE,0,0.0
7.62,1,3,0,66.7,1.5,3.6,4.4,6.1,2,3.5,4.9,9.0,Yes,Male,EEE,0,0.0
6.61,1,2,1,78.1,4.4,6.4,3.7,4.5,1,8.1,9.6,4.0,Yes,Female,CSE,1,6.05
7.87,1,2,1,76.6,7.3,6.4,4.5,5.6,1,5.0,4.3,4.1,No,Male,CSE,1,10.04
9.28,1,4,0,61.0,8.7,7.1,5.2,4.2,0,6.2,2.5,6.5,Yes,Female,CSE,1,15.53
8.75,0,2,1,57.6,4.0,5.2,6.6,5.6,0,5.2,5.0,5.7,Yes,Male,CSE,0,0.0
8.99,0,3,0,62.8,6.1,5.8,4.7,4.9,0,1.7,5.4,4.9,Yes,Male,CIVIL,1,9.34
6.89,4,2,1,77.9,5.5,7.1,7.4,6.7,1,7.4,6.2,8.9,Yes,Male,MECH,1,11.03
6.41,1,5,0,41.9,6.9,3.8,6.5,7.2,0,1.9,6.6,1.3,No,Male,CSM (AI/ML),0,0.0
7.27,1,3,0,49.6,6.3,2.4,3.3,2.6,0,3.6,9.1,1.9,Yes,Male,CIVIL,0,0.0
7.46,1,6,0,56.0,5.6,3.7,6.4,6.4,0,4.6,3.7,1.4,Yes,Female,EEE,0,0.0
8.49,1,1,3,58.1,7.2,4.6,6.6,3.1,2,1.6,3.6,8.0,No,Male,CSM (AI/ML),0,0.0
5.71,1,5,0,61.1,5.1,7.8,9.3,6.3,1,3.3,1.1,6.4,Yes,Male,CSE,1,9.27
8.93,1,2,2,61.6,6.2,9.7,6.8,8.5,1,6.0,6.4,2.0,No,Female,MECH,1,13.49
7.24,1,5,1,72.8,7.4,4.1,3.7,5.8,0,4.8,3.1,4.9,No,Male,CSM (AI/ML),1,8.48
6.97,1,2,0,33.8,5.0,5.6,6.7,6.7,2,5.0,6.9,5.1,Yes,Male,CSM (AI/ML),1,4.26
6.39,1,0,4,36.4,5.6,4.8,6.7,7.3,2,3.7,4.0,0.1,Yes,Male,CSM (AI/ML),0,0.0
5.75,2,2,0,51.4,5.3,6.7,7.3,7.4,0,5.6,8.6,5.6,Yes,Female,CSE,0,0.0
8.22,2,3,1,75.8,6.9,6.3,10.0,7.5,0,4.8,2.0,2.5,Yes,Female,MECH,1,9.7
7.47,0,1,2,51.6,6.8,4.1,5.6,6.9,2,2.2,7.1,6.8,No,Female,CSE,0,0.0
6.11,0,3,2,61.3,5.4,4.6,5.4,5.2,1,5.1,6.9,2.6,No,Male,ECE,0,0.0
6.1,1,0,1,64.1,6.7,5.5,7.1,7.2,0,3.0,6.1,5.7,No,Male,CSE,0,0.0
7.06,1,1,2,67.1,1.7,8.1,9.1,8.4,0,7.3,2.7,8.2,No,Female,EEE,1,7.01
9.07,0,2,0,87.0,7.5,4.6,7.4,7.0,0,4.7,6.1,7.4,Yes,Female,CSM (AI/ML),1,6.75
7.14,1,2,3,73.1,7.6,2.9,5.9,6.6,1,10.0,5.3,6.4,No,Female,EEE,1,6.61
5.9,1,0,2,78.0,5.4,8.3,7.9,4.0,0,7.4,1.2,5.0,No,Male,CSE,0,0.0
7.15,2,0,2,60.0,5.1,6.7,9.1,4.8,0,5.2,8.3,1.7,No,Male,CSE,0,0.0
7.13,1,3,3,85.6,6.1,3.6,5.2,5.3,1,6.7,4.3,4.2,Yes,Male,CSE,0,0.0
4.7,2,3,1,63.1,4.7,6.4,4.9,4.8,0,1.3,8.1,4.7,Yes,Male,EEE,0,0.0
7.35,2,1,2,30.7,5.0,7.3,6.5,6.1,0,7.4,4.9,4.5,Yes,Male,CSE,1,9.45
7.17,0,2,0,100.0,6.7,6.0,6.9,5.0,0,3.9,7.1,1.7,No,Male,ECE,0,0.0
8.1,3,4,3,62.7,7.5,8.4,8.5,7.5,1,5.7,3.2,6.2,Yes,Male,CSE,1,16.39
9.25,2,4,2,70.5,6.7,6.9,5.7,5.7,1,4.0,5.5,2.5,Yes,Female,IT,1,13.61
8.53,2,2,2,44.9,10.0,6.4,7.0,4.7,0,4.3,5.3,8.8,Yes,Male,CSM (AI/ML),1,15.89
7.13,0,1,0,97.2,8.2,6.2,8.7,5.0,0,5.1,4.3,5.5,Yes,Male,CSE,1,8.91
6.29,0,3,2,49.3,7.4,6.1,6.7,6.4,1,5.7,3.2,7.5,Yes,Female,CSE,0,0.0
9.97,0,2,2,55.8,7.3,7.5,5.8,5.9,0,5.4,0.0,7.4,No,Male,CSM (AI/ML),1,12.82
7.46,0,0,1,37.5,6.3,5.5,7.3,6.4,1,5.5,3.2,10.0,No,Male,CIVIL,0,0.0
7.41,1,2,1,67.8,7.0,7.6,5.9,6.0,0,2.2,6.5,5.6,Yes,Female,CSE,1,9.51
7.38,1,6,1,57.5,6.5,6.4,6.9,8.7,0,10.0,2.1,4.3,Yes,Male,MECH,1,11.13
7.6,0,1,1,37.3,7.9,6.0,6.1,7.5,2,6.0,2.5,4.3,Yes,Female,CSM (AI/ML),0,0.0
7.26,0,4,0,60.9,5.8,5.2,6.2,5.1,1,6.4,2.0,8.6,No,Male,MECH,0,0.0
6.83,0,1,3,63.5,5.7,5.2,5.8,3.6,1,4.8,5.4,2.2,No,Male,CIVIL,0,0.0
6.85,1,2,1,58.0,8.1,6.4,5.5,5.8,0,3.8,3.1,3.2,No,Female,IT,0,0.0
7.37,0,1,2,32.9,5.5,7.7,7.9,4.7,1,5.8,7.6,5.7,Yes,Female,CSE,1,10.04
6.86,1,1,1,66.7,4.7,6.8,6.7,3.9,0,6.1,6.5,4.8,Yes,Female,MECH,1,6.26
6.69,0,5,3,41.7,5.0,4.4,8.3,7.2,2,8.1,5.4,7.4,Yes,Male,CSE,0,0.0
7.51,3,2,5,76.2,7.4,2.8,3.0,6.3,1,9.7,5.6,2.1,No,Male,CSM (AI/ML),1,9.92
7.15,0,4,2,53.1,10.0,7.2,5.6,7.9,0,8.5,3.4,5.0,Yes,Male,EEE,0,0.0
8.9,0,4,1,76.8,4.8,10.0,5.3,6.2,2,2.0,3.4,4.8,Yes,Male,CSM (AI/ML),1,13.61
4.75,2,2,1,62.2,7.2,5.3,6.0,6.0,0,4.6,6.5,2.7,No,Male,ECE,0,0.0
8.49,4,3,1,63.0,6.4,4.9,4.9,4.5,0,6.2,6.9,7.2,No,Male,IT,0,0.0
8.65,0,2,0,82.4,8.0,7.4,4.0,5.4,0,4.7,6.5,5.0,Yes,Male,MECH,1,10.03
5.33,1,4,0,49.0,7.2,4.2,7.4,3.8,0,5.4,4.0,4.9,No,Male,CSM (AI/ML),0,0.0
7.06,0,1,2,44.5,8.1,8.6,5.5,7.8,0,1.2,4.2,3.3,Yes,Male,ECE,1,10.35
